block_timestamp,number
1710475198,2904319
1710471598,2903419
1710467998,2902519
1710464398,2901619
1710460798,2900719
1710457198,2899819
1710453598,2898919
1710449998,2898019
1710446398,2897119
1710442798,2896219
1710439198,2895319
1710435598,2894419
1710431998,2893519
1710428398,2892619
1710424798,2891719
1710421198,2890819
1710417598,2889919
1710413998,2889019
1710410398,2888119
1710406798,2887219
1710403198,2886319
1710399598,2885419
1710395998,2884519
1710392398,2883619
1710388798,2882719
1710385198,2881819
1710381598,2880919
1710377998,2880019
1710374398,2879119
1710370798,2878219
1710367198,2877319
1710363598,2876419
1710359998,2875519
1710356398,2874619
1710352798,2873719
1710349198,2872819
1710345598,2871919
1710341998,2871019
1710338398,2870119
1710334798,2869219
1710331198,2868319
1710327598,2867419
1710323998,2866519
1710320398,2865619
1710316798,2864719
1710313198,2863819
1710309598,2862919
1710305998,2862019
1710302398,2861119
1710298798,2860219
1710295198,2859319
1710291598,2858419
1710287998,2857519
1710284398,2856619
1710280798,2855719
1710277198,2854819
1710273598,2853919
1710269998,2853019
1710266398,2852119
1710262798,2851219
1710259198,2850319
1710255598,2849419
1710251998,2848519
1710248398,2847619
1710244798,2846719
1710241198,2845819
1710237598,2844919
1710233998,2844019
1710230398,2843119
1710226798,2842219
1710223198,2841319
1710219598,2840419
1710215998,2839519
1710212398,2838619
1710208798,2837719
1710205198,2836819
1710201598,2835919
1710197998,2835019
1710194398,2834119
1710190798,2833219
1710187198,2832319
1710183598,2831419
1710179998,2830519
1710176398,2829619
1710172798,2828719
1710169198,2827819
1710165598,2826919
1710161998,2826019
1710158398,2825119
1710154798,2824219
1710151198,2823319
1710147598,2822419
1710143998,2821519
1710140398,2820619
1710136798,2819719
1710133198,2818819
1710129598,2817919
1710125998,2817019
1710122398,2816119
1710118798,2815219
1710115198,2814319
1710111598,2813419
1710107998,2812519
1710104398,2811619
1710100798,2810719
1710097198,2809819
1710093598,2808919
1710089998,2808019
1710086398,2807119
1710082798,2806219
1710079198,2805319
1710075598,2804419
1710071998,2803519
1710068398,2802619
1710064798,2801719
1710061198,2800819
1710057598,2799919
1710053998,2799019
1710050398,2798119
1710046798,2797219
1710043198,2796319
1710039598,2795419
1710035998,2794519
1710032398,2793619
1710028798,2792719
1710025198,2791819
1710021598,2790919
1710017998,2790019
1710014398,2789119
1710010798,2788219
1710007198,2787319
1710003598,2786419
1709999998,2785519
1709996398,2784619
1709992798,2783719
1709989198,2782819
1709985598,2781919
1709981998,2781019
1709978398,2780119
1709974798,2779219
1709971198,2778319
1709967598,2777419
1709963998,2776519
1709960398,2775619
1709956798,2774719
1709953198,2773819
1709949598,2772919
1709945998,2772019
1709942398,2771119
1709938798,2770219
1709935198,2769319
1709931598,2768419
1709927998,2767519
1709924398,2766619
1709920798,2765719
1709917198,2764819
1709913598,2763919
1709909998,2763019
1709906398,2762119
1709902798,2761219
1709899198,2760319
1709895598,2759419
1709891998,2758519
1709888398,2757619
1709884798,2756719
1709881198,2755819
1709877598,2754919
1709873998,2754019
1709870398,2753119
1709866798,2752219
1709863198,2751319
1709859598,2750419
1709855998,2749519
1709852398,2748619
1709848798,2747719
1709845198,2746819
1709841598,2745919
1709837998,2745019
1709834398,2744119
1709830798,2743219
1709827198,2742319
1709823598,2741419
1709819998,2740519
1709816398,2739619
1709812798,2738719
1709809198,2737819
1709805598,2736919
1709801998,2736019
1709798398,2735119
1709794798,2734219
1709791198,2733319
1709787598,2732419
1709783998,2731519
1709780398,2730619
1709776798,2729719
1709773198,2728819
1709769598,2727919
1709765998,2727019
1709762398,2726119
1709758798,2725219
1709755198,2724319
1709751598,2723419
1709747998,2722519
1709744398,2721619
1709740798,2720719
1709737198,2719819
1709733598,2718919
1709729998,2718019
1709726398,2717119
1709722798,2716219
1709719198,2715319
1709715598,2714419
1709711998,2713519
1709708398,2712619
1709704798,2711719
1709701198,2710819
1709697598,2709919
1709693998,2709019
1709690398,2708119
1709686798,2707219
1709683198,2706319
1709679598,2705419
1709675998,2704519
1709672398,2703619
1709668798,2702719
1709665198,2701819
1709661598,2700919
1709657998,2700019
1709654398,2699119
1709650798,2698219
1709647198,2697319
1709643598,2696419
1709639998,2695519
1709636398,2694619
1709632798,2693719
1709629198,2692819
1709625598,2691919
1709621998,2691019
1709618398,2690119
1709614798,2689219
1709611198,2688319
1709607598,2687419
1709603998,2686519
1709600398,2685619
1709596797,2684719
1709593197,2683819
1709589597,2682919
1709585997,2682019
1709582397,2681119
1709578797,2680219
1709575197,2679319
1709571597,2678419
1709567997,2677519
1709564397,2676619
1709560797,2675719
1709557197,2674819
1709553597,2673919
1709549997,2673019
1709546397,2672119
1709542797,2671219
1709539197,2670319
1709535597,2669419
1709531997,2668519
1709528397,2667619
1709524797,2666719
1709521197,2665819
1709517597,2664919
1709513997,2664019
1709510397,2663119
1709506797,2662219
1709503197,2661319
1709499597,2660419
1709495997,2659519
1709492397,2658619
1709488797,2657719
1709485197,2656819
1709481597,2655919
1709477997,2655019
1709474397,2654119
1709470797,2653219
1709467197,2652319
1709463597,2651419
1709459997,2650519
1709456397,2649619
1709452797,2648719
1709449197,2647819
1709445597,2646919
1709441997,2646019
1709438397,2645119
1709434797,2644219
1709431197,2643319
1709427597,2642419
1709423997,2641519
1709420397,2640619
1709416797,2639719
1709413197,2638819
1709409597,2637919
1709405997,2637019
1709402397,2636119
1709398797,2635219
1709395197,2634319
1709391597,2633419
1709387997,2632519
1709384397,2631619
1709380797,2630719
1709377197,2629819
1709373597,2628919
1709369997,2628019
1709366397,2627119
1709362797,2626219
1709359197,2625319
1709355597,2624419
1709351997,2623519
1709348397,2622619
1709344797,2621719
1709341197,2620819
1709337597,2619919
1709333997,2619019
1709330397,2618119
1709326797,2617219
1709323197,2616319
1709319597,2615419
1709315997,2614519
1709312397,2613619
1709308797,2612719
1709305197,2611819
1709301597,2610919
1709297997,2610019
1709294397,2609119
1709290797,2608219
1709287197,2607319
1709283597,2606419
1709279997,2605519
1709276397,2604619
1709272797,2603719
1709269197,2602819
1709265597,2601919
1709261997,2601019
1709258397,2600119
1709254797,2599219
1709251197,2598319
1709247597,2597419
1709243997,2596519
1709240397,2595619
1709236797,2594719
1709233197,2593819
1709229597,2592919
1709225997,2592019
1709222397,2591119
1709218797,2590219
1709215197,2589319
1709211597,2588419
1709207997,2587519
1709204397,2586619
1709200797,2585719
1709197197,2584819
1709193597,2583919
1709189997,2583019
1709186397,2582119
1709182797,2581219
1709179197,2580319
1709175597,2579419
1709171997,2578519
1709168397,2577619
1709164797,2576719
1709161197,2575819
1709157597,2574919
1709153997,2574019
1709150397,2573119
1709146797,2572219
1709143197,2571319
1709139597,2570419
1709135997,2569519
1709132397,2568619
1709128797,2567719
1709125197,2566819
1709121597,2565919
1709117997,2565019
1709114397,2564119
1709110797,2563219
1709107197,2562319
1709103597,2561419
1709099997,2560519
1709096397,2559619
1709092797,2558719
1709089197,2557819
1709085597,2556919
1709081997,2556019
1709078397,2555119
1709074797,2554219
1709071197,2553319
1709067597,2552419
1709063997,2551519
1709060397,2550619
1709056797,2549719
1709053199,2548820
1709049599,2547920
1709045999,2547020
1709042399,2546120
1709038799,2545220
1709035199,2544320
1709031599,2543420
1709027999,2542520
1709024399,2541620
1709020799,2540720
1709017199,2539820
1709013599,2538920
1709009999,2538020
1709006399,2537120
1709002799,2536220
1708999199,2535320
1708995599,2534420
1708991999,2533520
1708988399,2532620
1708984799,2531720
1708981199,2530820
1708977599,2529920
1708973999,2529020
1708970399,2528120
1708966799,2527220
1708963199,2526320
1708959599,2525420
1708955999,2524520
1708952399,2523620
1708948799,2522720
1708945199,2521820
1708941599,2520920
1708937999,2520020
1708934399,2519120
1708930799,2518220
1708927199,2517320
1708923599,2516420
1708919999,2515520
1708916399,2514620
1708912799,2513720
1708909199,2512820
1708905599,2511920
1708901999,2511020
1708898399,2510120
1708894799,2509220
1708891199,2508320
1708887599,2507420
1708883999,2506520
1708880399,2505620
1708876799,2504720
1708873199,2503820
1708869599,2502920
1708865999,2502020
1708862399,2501120
1708858799,2500220
1708855199,2499320
1708851599,2498420
1708847999,2497520
1708844399,2496620
1708840799,2495720
1708837199,2494820
1708833599,2493920
1708829999,2493020
1708826399,2492120
1708822799,2491220
1708819199,2490320
1708815599,2489420
1708811999,2488520
1708808399,2487620
1708804799,2486720
1708801199,2485820
1708797599,2484920
1708793999,2484020
1708790399,2483120
1708786799,2482220
1708783199,2481320
1708779599,2480420
1708775999,2479520
1708772399,2478620
1708768799,2477720
1708765199,2476820
1708761599,2475920
1708757998,2475020
1708754398,2474120
1708750798,2473220
1708747198,2472320
1708743598,2471420
1708739998,2470520
1708736398,2469620
1708732798,2468720
1708729198,2467820
1708725598,2466920
1708721998,2466020
1708718398,2465120
1708714798,2464220
1708711198,2463320
1708707598,2462420
1708703998,2461520
1708700398,2460620
1708696798,2459720
1708693198,2458820
1708689598,2457920
1708685998,2457020
1708682398,2456120
1708678798,2455220
1708675198,2454320
1708671598,2453420
1708667998,2452520
1708664398,2451620
1708660798,2450720
1708657198,2449820
1708653598,2448920
1708649998,2448020
1708646398,2447120
1708642798,2446220
1708639198,2445320
1708635598,2444420
1708631998,2443520
1708628398,2442620
1708624798,2441720
1708621198,2440820
1708617598,2439920
1708613998,2439020
1708610398,2438120
1708606798,2437220
1708603198,2436320
1708599598,2435420
1708595998,2434520
1708592398,2433620
1708588798,2432720
1708585198,2431820
1708581598,2430920
1708577998,2430020
1708574398,2429120
1708570798,2428220
1708567198,2427320
1708563598,2426420
1708559998,2425520
1708556398,2424620
1708552798,2423720
1708549198,2422820
1708545598,2421920
1708541998,2421020
1708538398,2420120
1708534798,2419220
1708531198,2418320
1708527598,2417420
1708523998,2416520
1708520398,2415620
1708516799,2414727
1708513199,2413827
1708509599,2412927
1708505999,2412027
1708502399,2411127
1708498799,2410227
1708495199,2409327
1708491599,2408427
1708487999,2407527
1708484399,2406627
1708480799,2405727
1708477199,2404827
1708473599,2403927
1708469999,2403027
1708466399,2402127
1708462799,2401227
1708459199,2400327
1708455599,2399427
1708451999,2398527
1708448399,2397627
1708444799,2396727
1708441199,2395827
1708437599,2394927
1708433999,2394027
1708430399,2393127
1708426799,2392227
1708423199,2391327
1708419599,2390427
1708415999,2389527
1708412399,2388627
1708408799,2387727
1708405199,2386827
1708401599,2385927
1708397999,2385027
1708394399,2384127
1708390799,2383227
1708387199,2382327
1708383599,2381427
1708379998,2380527
1708376398,2379627
1708372798,2378727
1708369198,2377827
1708365598,2376927
1708361998,2376027
1708358398,2375127
1708354798,2374227
1708351198,2373327
1708347598,2372427
1708343998,2371527
1708340398,2370627
1708336797,2369737
1708333197,2368837
1708329597,2367937
1708325997,2367037
1708322397,2366137
1708318797,2365237
1708315197,2364337
1708311597,2363437
1708307997,2362537
1708304397,2361637
1708300797,2360737
1708297197,2359837
1708293596,2358937
1708289996,2358037
1708286396,2357137
1708282799,2356238
1708279199,2355338
1708275599,2354438
1708271999,2353538
1708268399,2352638
1708264799,2351738
1708261199,2350838
1708257599,2349938
1708253999,2349038
1708250399,2348138
1708246799,2347238
1708243199,2346338
1708239599,2345438
1708235999,2344538
1708232399,2343638
1708228799,2342738
1708225199,2341838
1708221599,2340938
1708217999,2340038
1708214399,2339138
1708210798,2338238
1708207197,2337338
1708203597,2336438
1708199997,2335538
1708196397,2334638
1708192797,2333738
1708189197,2332838
1708185597,2331938
1708181997,2331038
1708178397,2330138
1708174797,2329238
1708171197,2328338
1708167597,2327438
1708163997,2326538
1708160397,2325638
1708156797,2324738
1708153197,2323838
1708149597,2322938
1708145997,2322038
1708142397,2321138
1708138797,2320238
1708135197,2319338
1708131597,2318438
1708127997,2317538
1708124397,2316638
1708120797,2315738
1708117197,2314838
1708113598,2313939
1708109999,2313040
1708106399,2312141
1708102799,2311241
1708099197,2310341
1708095597,2309441
1708091996,2308541
1708088396,2307641
1708084796,2306741
1708081196,2305841
1708077596,2304941
1708073996,2304041
1708070396,2303141
1708066796,2302241
1708063196,2301341
1708059596,2300441
1708055996,2299541
1708052396,2298641
1708048796,2297741
1708045196,2296841
1708041596,2295941
1708037997,2295044
1708034398,2294149
1708030798,2293250
1708027196,2292351
1708023599,2291453
1708019998,2290553
1708016397,2289653
1708012797,2288754
1708009196,2287854
1708005596,2286954
1708001997,2286055
1707998397,2285155
1707994797,2284255
1707991196,2283355
1707987596,2282455
1707983996,2281555
1707980396,2280655
1707976796,2279755
1707973199,2278856
1707969599,2277956
1707965999,2277056
1707962399,2276156
1707958797,2275256
1707955199,2274360
1707951598,2273468
1707947998,2272573
1707944399,2271679
1707940799,2270785
1707937199,2269893
1707933599,2268998
1707929996,2268102
1707926398,2267210
1707922797,2266314
1707919198,2265419
1707915596,2264520
1707911997,2263621
1707908397,2262721
1707904796,2261821
1707901198,2260922
1707897598,2260022
1707893998,2259122
1707890398,2258222
1707886798,2257322
1707883198,2256422
1707879598,2255522
1707875998,2254622
1707872396,2253722
1707868795,2252824
1707865197,2251942
1707861599,2251054
1707857996,2250165
1707854396,2249279
1707850796,2248387
1707847197,2247494
1707843596,2246600
1707839999,2245705
1707836397,2244810
1707832796,2243912
1707829196,2243012
1707825596,2242112
1707821996,2241212
1707818397,2240313
1707814797,2239413
1707811197,2238513
1707807597,2237613
1707803998,2236714
1707800396,2235816
1707796798,2234920
1707793199,2234022
1707789597,2233125
1707785997,2232238
1707782396,2231356
1707778796,2230512
1707775199,2229639
1707771596,2228753
1707767991,2227860
1707764397,2226971
1707760796,2226083
1707757199,2225190
1707753597,2224292
1707749997,2223394
1707746399,2222495
1707742799,2221595
1707739199,2220695
1707735599,2219795
1707731999,2218895
1707728398,2217995
1707724798,2217095
1707721196,2216195
1707717599,2215296
1707713996,2214396
1707710399,2213499
1707706797,2212599
1707703197,2211700
1707699596,2210805
1707695997,2209907
1707692398,2209023
1707688797,2208131
1707685199,2207233
1707681599,2206337
1707677999,2205438
1707674398,2204538
1707670798,2203638
1707667198,2202738
1707663597,2201838
1707659996,2200938
1707656396,2200038
1707652797,2199139
1707649197,2198239
1707645597,2197339
1707641997,2196439
1707638397,2195539
1707634796,2194639
1707631196,2193739
1707627596,2192840
1707623997,2191941
1707620398,2191042
1707616798,2190143
1707613197,2189245
1707609599,2188346
1707605998,2187451
1707602396,2186560
1707598798,2185666
1707595197,2184775
1707591599,2183884
1707587997,2182988
1707584398,2182090
1707580797,2181191
1707577196,2180291
1707573596,2179391
1707569998,2178492
1707566396,2177592
1707562796,2176692
1707559198,2175793
1707555598,2174893
1707551998,2173993
1707548396,2173094
1707544799,2172197
1707541196,2171300
1707537599,2170406
1707533996,2169511
1707530398,2168616
1707526798,2167720
1707523199,2166828
1707519598,2165972
1707515998,2165115
1707512398,2164260
1707508796,2163417
1707505198,2162563
1707501596,2161717
1707497996,2160854
1707494395,2159980
1707490796,2159097
1707487197,2158210
1707483597,2157318
1707479997,2156427
1707476399,2155532
1707472799,2154641
1707469198,2153746
1707465598,2152852
1707461998,2151955
1707458398,2151061
1707454798,2150171
1707451197,2149282
1707447597,2148393
1707443997,2147502
1707440396,2146611
1707436796,2145722
1707433198,2144858
1707429595,2143983
1707425998,2143108
1707422399,2142231
1707418799,2141340
1707415196,2140445
1707411596,2139555
1707407997,2138661
1707404396,2137764
1707400796,2136867
1707397197,2135968
1707393597,2135071
1707389999,2134176
1707386396,2133277
1707382797,2132379
1707379197,2131480
1707375599,2130581
1707371999,2129684
1707368397,2128785
1707364799,2127888
1707361198,2126988
1707357598,2126089
1707353999,2125196
1707350398,2124302
1707346799,2123426
1707343196,2122537
1707339597,2121649
1707335999,2120777
1707332399,2119894
1707328796,2119009
1707325199,2118125
1707321596,2117232
1707317997,2116337
1707314397,2115441
1707310799,2114542
1707307199,2113642
1707303599,2112742
1707299998,2111842
1707296397,2110942
1707292797,2110042
1707289197,2109142
1707285596,2108242
1707281998,2107343
1707278396,2106443
1707274797,2105544
1707271197,2104644
1707267596,2103746
1707263999,2102850
1707260399,2101958
1707256797,2101065
1707253197,2100176
1707249597,2099285
1707245996,2098387
1707242397,2097491
1707238799,2096593
1707235199,2095695
1707231596,2094796
1707227999,2093897
1707224398,2092997
1707220798,2092097
1707217196,2091197
1707213599,2090310
1707209998,2089410
1707206396,2088510
1707202799,2087611
1707199198,2086711
1707195598,2085811
1707191998,2084911
1707188398,2084011
1707184797,2083111
1707181199,2082212
1707177598,2081312
1707173996,2080414
1707170399,2079516
1707166798,2078618
1707163199,2077719
1707159599,2076819
1707155999,2075919
1707152399,2075019
1707148799,2074119
1707145199,2073219
1707141599,2072319
1707137999,2071419
1707134399,2070519
1707130799,2069619
1707127197,2068719
1707123597,2067819
1707119997,2066919
1707116397,2066019
1707112797,2065119
1707109197,2064219
1707105597,2063319
1707101997,2062419
1707098397,2061519
1707094797,2060619
1707091196,2059719
1707087599,2058823
1707083996,2057924
1707080396,2057026
1707076796,2056126
1707073197,2055227
1707069596,2054327
1707065997,2053428
1707062396,2052528
1707058796,2051628
1707055196,2050728
1707051596,2049828
1707047996,2048928
1707044396,2048028
1707040796,2047128
1707037196,2046228
1707033596,2045328
1707029996,2044428
1707026396,2043528
1707022796,2042628
1707019199,2041729
1707015599,2040829
1707011999,2039929
1707008398,2039029
1707004798,2038129
1707001196,2037230
1706997596,2036330
1706993998,2035431
1706990399,2034532
1706986799,2033632
1706983199,2032732
1706979599,2031832
1706975999,2030932
1706972399,2030032
1706968799,2029132
1706965199,2028232
1706961599,2027332
1706957999,2026432
1706954399,2025532
1706950799,2024632
1706947199,2023732
1706943599,2022832
1706939999,2021932
1706936399,2021032
1706932798,2020132
1706929197,2019233
1706925596,2018337
1706921999,2017442
1706918399,2016543
1706914797,2015651
1706911198,2014753
1706907599,2013856
1706903996,2012959
1706900397,2012062
1706896798,2011164
1706893196,2010264
1706889597,2009366
1706885996,2008466
1706882396,2007566
1706878796,2006666
1706875196,2005766
1706871596,2004866
1706867997,2003967
1706864397,2003067
1706860796,2002167
1706857196,2001267
1706853599,2000368
1706849997,1999469
1706846397,1998570
1706842797,1997670
1706839199,1996772
1706835598,1995873
1706831997,1994975
1706828398,1994117
1706824799,1993253
1706821196,1992369
1706817599,1991479
1706813999,1990591
1706810398,1989708
1706806797,1988815
1706803197,1987919
1706799597,1987021
1706795996,1986122
1706792398,1985223
1706788797,1984323
1706785196,1983423
1706781599,1982524
1706777999,1981624
1706774399,1980724
1706770798,1979824
1706767198,1978924
1706763598,1978025
1706759998,1977127
1706756396,1976228
1706752796,1975331
1706749197,1974433
1706745599,1973538
1706741996,1972650
1706738397,1971755
1706734798,1970857
1706731196,1969959
1706727596,1969062
1706723999,1968169
1706720397,1967273
1706716799,1966377
1706713199,1965479
1706709599,1964579
1706705999,1963679
1706702399,1962779
1706698798,1961879
1706695197,1960979
1706691596,1960080
1706687996,1959180
1706684396,1958280
1706680799,1957381
1706677198,1956481
1706673597,1955581
1706669999,1954682
1706666397,1953782
1706662798,1952883
1706659196,1951983
1706655599,1951087
1706651996,1950194
1706648398,1949302
1706644797,1948404
1706641198,1947508
1706637597,1946614
1706633997,1945719
1706630399,1944824
1706626799,1943925
1706623199,1943025
1706619597,1942125
1706615998,1941226
1706612397,1940326
1706608797,1939426
1706605197,1938526
1706601597,1937626
1706597997,1936726
1706594397,1935826
1706590797,1934926
1706587197,1934026
1706583597,1933126
1706579997,1932226
1706576397,1931326
1706572799,1930428
1706569199,1929533
1706565598,1928635
1706561999,1927737
1706558397,1926838
1706554796,1925938
1706551197,1925039
1706547599,1924140
1706543997,1923241
1706540399,1922342
1706536799,1921442
1706533199,1920542
1706529599,1919642
1706525999,1918742
1706522397,1917843
1706518797,1916943
1706515197,1916043
1706511597,1915143
1706507997,1914243
1706504397,1913343
1706500797,1912443
1706497197,1911543
1706493597,1910643
1706489997,1909743
1706486396,1908843
1706482799,1907944
1706479199,1907044
1706475599,1906144
1706471999,1905244
1706468399,1904344
1706464798,1903444
1706461198,1902544
1706457598,1901644
1706453998,1900744
1706450397,1899844
1706446797,1898944
1706443199,1898046
1706439599,1897146
1706435999,1896246
1706432399,1895346
1706428799,1894446
1706425199,1893546
1706421599,1892646
1706417998,1891746
1706414398,1890846
1706410797,1889946
1706407196,1889046
1706403596,1888146
1706399996,1887246
1706396398,1886347
1706392798,1885447
1706389198,1884548
1706385597,1883648
1706381997,1882749
1706378397,1881850
1706374796,1880950
1706371199,1880051
1706367599,1879151
1706363999,1878251
1706360399,1877351
1706356799,1876451
1706353199,1875551
1706349599,1874651
1706345999,1873751
1706342399,1872851
1706338799,1871951
1706335199,1871051
1706331598,1870151
1706327998,1869251
1706324398,1868351
1706320797,1867451
1706317197,1866551
1706313596,1865651
1706309997,1864753
1706306397,1863856
1706302798,1862957
1706299198,1862058
1706295597,1861158
1706291999,1860259
1706288399,1859359
1706284799,1858459
1706281198,1857559
1706277598,1856665
1706273999,1855766
1706270399,1854866
1706266799,1853966
1706263199,1853066
1706259599,1852166
1706255999,1851266
1706252399,1850366
1706248799,1849466
1706245199,1848566
1706241598,1847666
1706237998,1846766
1706234398,1845866
1706230797,1844966
1706227197,1844066
1706223599,1843173
1706219996,1842280
1706216397,1841387
1706212796,1840491
1706209199,1839595
1706205599,1838701
1706201999,1837805
1706198399,1836908
1706194798,1836008
1706191197,1835108
1706187597,1834208
1706183996,1833308
1706180398,1832409
1706176797,1831510
1706173197,1830610
1706169597,1829710
1706165997,1828810
1706162397,1827910
1706158797,1827010
1706155197,1826110
1706151597,1825210
1706147997,1824310
1706144397,1823410
1706140796,1822510
1706137197,1821614
1706133597,1820716
1706129997,1819819
1706126398,1818920
1706122798,1818021
1706119197,1817121
1706115599,1816222
1706111999,1815322
1706108399,1814422
1706104799,1813522
1706101199,1812622
1706097599,1811722
1706093999,1810822
1706090399,1809922
1706086797,1809035
1706083199,1808159
1706079597,1807271
1706075997,1806371
1706072397,1805471
1706068797,1804571
1706065197,1803671
1706061597,1802771
1706057997,1801871
1706054397,1800971
1706050796,1800077
1706047199,1799179
1706043599,1798285
1706039997,1797385
1706036399,1796489
1706032797,1795592
1706029196,1794694
1706025599,1793796
1706021999,1792896
1706018396,1792011
1706014795,1791232
1706011197,1790514
1706007596,1789723
1706003998,1788833
1706000399,1787939
1705996799,1787039
1705993199,1786139
1705989599,1785239
1705985999,1784339
1705982399,1783439
1705978799,1782539
1705975199,1781639
1705971599,1780739
1705967997,1779843
1705964396,1778963
1705960797,1778070
1705957199,1777177
1705953597,1776297
1705949997,1775425
1705946397,1774546
1705942798,1773655
1705939197,1772760
1705935597,1771865
1705931997,1770968
1705928397,1770068
1705924798,1769169
1705921198,1768484
1705917598,1767884
1705913998,1767284
1705910398,1766684
1705906798,1766084
1705903198,1765484
1705899598,1764884
1705895998,1764284
1705892398,1763684
1705888798,1763084
1705885198,1762484
1705881598,1761884
1705877998,1761284
1705874398,1760684
1705870798,1760084
1705867198,1759484
1705863598,1758884
1705859998,1758284
1705856398,1757684
1705852798,1757084
1705849198,1756484
1705845598,1755884
1705841998,1755284
1705838398,1754684
1705834798,1754084
1705831198,1753484
1705827598,1752884
1705823998,1752284
1705820398,1751684
1705816798,1751084
1705813198,1750484
1705809598,1749884
1705805998,1749284
1705802398,1748684
1705798798,1748084
1705795198,1747484
1705791598,1746884
1705787998,1746284
1705784398,1745684
1705780798,1745084
1705777198,1744484
1705773598,1743884
1705769998,1743284
1705766398,1742684
1705762798,1742084
1705759198,1741484
1705755598,1740884
1705751998,1740284
1705748398,1739684
1705744798,1739084
1705741198,1738484
1705737598,1737884
1705733998,1737284
1705730398,1736684
1705726798,1736084
1705723198,1735484
1705719598,1734884
1705715998,1734284
1705712398,1733684
1705708798,1733084
1705705198,1732484
1705701598,1731884
1705697998,1731284
1705694398,1730684
1705690798,1730084
1705687198,1729484
1705683598,1728884
1705679998,1728284
1705676398,1727684
1705672798,1727084
1705669198,1726484
1705665598,1725884
1705661998,1725284
1705658398,1724684
1705654798,1724084
1705651198,1723484
1705647598,1722884
1705643998,1722284
1705640398,1721684
1705636798,1721084
1705633198,1720484
1705629598,1719884
1705625998,1719284
1705622398,1718684
1705618798,1718084
1705615198,1717484
1705611594,1716884
1705607994,1716284
1705604394,1715684
1705600794,1715084
1705597194,1714484
1705593594,1713884
1705589994,1713284
1705586394,1712684
1705582794,1712084
1705579194,1711484
1705575594,1710884
1705571994,1710284
1705568394,1709684
1705564794,1709084
1705561194,1708484
1705557594,1707884
1705553994,1707284
1705550394,1706684
1705546794,1706084
1705543194,1705484
1705539594,1704884
1705535994,1704284
1705532394,1703684
1705528794,1703084
1705525194,1702484
1705521594,1701884
1705517994,1701284
1705514394,1700684
1705510794,1700084
1705507194,1699484
1705503594,1698884
1705499994,1698284
1705496394,1697684
1705492794,1697084
1705489194,1696484
1705485594,1695884
1705481994,1695284
1705478394,1694684
1705474794,1694084
1705471194,1693484
1705467594,1692884
1705463994,1692284
1705460394,1691684
1705456794,1691084
1705453194,1690484
1705449594,1689884
1705445998,1689286
1705442398,1688686
1705438796,1688086
